any;comarca o Aran;concepte;estat;valor
2018;Terra Alta;treballadors de baixa qualificació (%);;17,1
2018;Terra Alta;població amb estudis baixos (%);;26
2018;Terra Alta;població jove sense estudis postobligatoris (%);;32,8
2018;Terra Alta;estrangers de països de renda baixa o mitjana (%);;9,6
2018;Terra Alta;renda mitjana per persona (€);;10554
2018;Urgell;població ocupada (%);;67,2
2018;Urgell;treballadors de baixa qualificació (%);;18,3
2018;Urgell;població amb estudis baixos (%);;18,4
2018;Urgell;població jove sense estudis postobligatoris (%);;35,8
2018;Urgell;estrangers de països de renda baixa o mitjana (%);;16,7
2018;Urgell;renda mitjana per persona (€);;11485
2018;Vallès Occidental;població ocupada (%);;67,5
2018;Vallès Occidental;treballadors de baixa qualificació (%);;12
2018;Vallès Occidental;població amb estudis baixos (%);;14,3
2018;Vallès Occidental;població jove sense estudis postobligatoris (%);;29,7
2018;Vallès Occidental;estrangers de països de renda baixa o mitjana (%);;8,5
2018;Vallès Occidental;renda mitjana per persona (€);;13930
2018;Vallès Oriental;població ocupada (%);;68,3
2018;Vallès Oriental;treballadors de baixa qualificació (%);;14,5
2018;Vallès Oriental;població amb estudis baixos (%);;14,7
2018;Vallès Oriental;població jove sense estudis postobligatoris (%);;31,1
2018;Vallès Oriental;estrangers de països de renda baixa o mitjana (%);;7,3
2018;Vallès Oriental;renda mitjana per persona (€);;13515
2019;Alt Camp;població ocupada (%);;66,3
2019;Alt Camp;treballadors de baixa qualificació (%);;15
2019;Alt Camp;població amb estudis baixos (%);;15,4
2019;Alt Camp;població jove sense estudis postobligatoris (%);;33,8
2019;Alt Camp;estrangers de països de renda baixa o mitjana (%);;11,3
2019;Alt Camp;renda mitjana per persona (€);;12850
2019;Alt Empordà;població ocupada (%);;62,5
2019;Alt Empordà;treballadors de baixa qualificació (%);;17,2
2019;Alt Empordà;població amb estudis baixos (%);;18,5
2019;Alt Empordà;població jove sense estudis postobligatoris (%);;43,4
2019;Alt Empordà;estrangers de països de renda baixa o mitjana (%);;17,5
2019;Alt Empordà;renda mitjana per persona (€);;11984
2019;Alt Penedès;població ocupada (%);;69,2
2019;Alt Penedès;treballadors de baixa qualificació (%);;12,9
2019;Alt Penedès;població amb estudis baixos (%);;15,6
2019;Alt Penedès;població jove sense estudis postobligatoris (%);;31,4
2019;Alt Penedès;estrangers de països de renda baixa o mitjana (%);;9,5
2019;Alt Penedès;renda mitjana per persona (€);;13475
2019;Alt Urgell;població ocupada (%);;58,2
2019;Alt Urgell;treballadors de baixa qualificació (%);;16,1
2019;Alt Urgell;població amb estudis baixos (%);;16
2019;Alt Urgell;població jove sense estudis postobligatoris (%);;30,2
2019;Alt Urgell;estrangers de països de renda baixa o mitjana (%);;7,3
2019;Alt Urgell;renda mitjana per persona (€);;11716
2019;Alta Ribagorça;població ocupada (%);;66,8
2019;Alta Ribagorça;treballadors de baixa qualificació (%);;10,4
2019;Alta Ribagorça;població amb estudis baixos (%);;15,8
2019;Alta Ribagorça;població jove sense estudis postobligatoris (%);;26,2
2019;Alta Ribagorça;estrangers de països de renda baixa o mitjana (%);;10,3
2019;Alta Ribagorça;renda mitjana per persona (€);;13823
2019;Anoia;població ocupada (%);;66,9
2019;Anoia;treballadors de baixa qualificació (%);;13,2
2019;Anoia;població amb estudis baixos (%);;15
2019;Anoia;població jove sense estudis postobligatoris (%);;32,7
2019;Anoia;estrangers de països de renda baixa o mitjana (%);;7,5
2019;Anoia;renda mitjana per persona (€);;12898
2019;Aran;població ocupada (%);;66,1
2019;Aran;treballadors de baixa qualificació (%);;8,6
2019;Aran;població amb estudis baixos (%);;8,4
2019;Aran;població jove sense estudis postobligatoris (%);;26,5
2019;Aran;estrangers de països de renda baixa o mitjana (%);;13
2019;Aran;renda mitjana per persona (€);;14414
2019;Bages;població ocupada (%);;65,9
2019;Bages;treballadors de baixa qualificació (%);;14,5
2019;Bages;població amb estudis baixos (%);;16,2
2019;Bages;població jove sense estudis postobligatoris (%);;33,2
2019;Bages;estrangers de països de renda baixa o mitjana (%);;10,7
2019;Bages;renda mitjana per persona (€);;13644
2019;Baix Camp;població ocupada (%);;64,2
2019;Baix Camp;treballadors de baixa qualificació (%);;12,8
2019;Baix Camp;població amb estudis baixos (%);;15,4
2019;Baix Camp;població jove sense estudis postobligatoris (%);;33,1
2019;Baix Camp;estrangers de països de renda baixa o mitjana (%);;13,2
2019;Baix Camp;renda mitjana per persona (€);;12710
2019;Baix Ebre;població ocupada (%);;61,6
2019;Baix Ebre;treballadors de baixa qualificació (%);;16,1
2019;Baix Ebre;població amb estudis baixos (%);;19,5
2019;Baix Ebre;població jove sense estudis postobligatoris (%);;36,7
2019;Baix Ebre;estrangers de països de renda baixa o mitjana (%);;13,4
2019;Baix Ebre;renda mitjana per persona (€);;11479
2019;Baix Empordà;població ocupada (%);;63,7
2019;Baix Empordà;treballadors de baixa qualificació (%);;16,3
2019;Baix Empordà;població amb estudis baixos (%);;16
2019;Baix Empordà;població jove sense estudis postobligatoris (%);;39,5
2019;Baix Empordà;estrangers de països de renda baixa o mitjana (%);;15,4
2019;Baix Empordà;renda mitjana per persona (€);;12402
2019;Baix Llobregat;població ocupada (%);;69,1
2019;Baix Llobregat;treballadors de baixa qualificació (%);;11,4
2019;Baix Llobregat;població amb estudis baixos (%);;14,6
2019;Baix Llobregat;població jove sense estudis postobligatoris (%);;26,7
2019;Baix Llobregat;estrangers de països de renda baixa o mitjana (%);;8,1
2019;Baix Llobregat;renda mitjana per persona (€);;14424
2019;Baix Penedès;població ocupada (%);;60,6
2019;Baix Penedès;treballadors de baixa qualificació (%);;15,5
2019;Baix Penedès;població amb estudis baixos (%);;14,7
2019;Baix Penedès;població jove sense estudis postobligatoris (%);;39,7
2019;Baix Penedès;estrangers de països de renda baixa o mitjana (%);;11,6
2019;Baix Penedès;renda mitjana per persona (€);;11822
2019;Barcelonès;població ocupada (%);;65,2
2019;Barcelonès;treballadors de baixa qualificació (%);;10
2019;Barcelonès;població amb estudis baixos (%);;14,7
2019;Barcelonès;població jove sense estudis postobligatoris (%);;22,8
2019;Barcelonès;estrangers de països de renda baixa o mitjana (%);;14,3
2019;Barcelonès;renda mitjana per persona (€);;15339
2019;Berguedà;població ocupada (%);;65,4
2019;Berguedà;treballadors de baixa qualificació (%);;14,3
2019;Berguedà;població amb estudis baixos (%);;16,4
2019;Berguedà;població jove sense estudis postobligatoris (%);;29,2
2019;Berguedà;estrangers de països de renda baixa o mitjana (%);;7,6
2019;Berguedà;renda mitjana per persona (€);;13782
2019;Cerdanya;població ocupada (%);;66,8
2019;Cerdanya;treballadors de baixa qualificació (%);;13,6
2019;Cerdanya;població amb estudis baixos (%);;11,1
2019;Cerdanya;població jove sense estudis postobligatoris (%);;30,4
2019;Cerdanya;estrangers de països de renda baixa o mitjana (%);;11,1
2019;Cerdanya;renda mitjana per persona (€);;13632
2019;Conca de Barberà;població ocupada (%);;71,4
2019;Conca de Barberà;treballadors de baixa qualificació (%);;14,1
2019;Conca de Barberà;població amb estudis baixos (%);;16
2019;Conca de Barberà;població jove sense estudis postobligatoris (%);;28
2019;Conca de Barberà;estrangers de països de renda baixa o mitjana (%);;10,5
2019;Conca de Barberà;renda mitjana per persona (€);;13445
2019;Garraf;població ocupada (%);;63,7
2019;Garraf;treballadors de baixa qualificació (%);;10,3
2019;Garraf;població amb estudis baixos (%);;12,4
2019;Garraf;població jove sense estudis postobligatoris (%);;28,9
2019;Garraf;estrangers de països de renda baixa o mitjana (%);;7,8
2019;Garraf;renda mitjana per persona (€);;14512
2019;Garrigues;població ocupada (%);;68,9
2019;Garrigues;treballadors de baixa qualificació (%);;19,4
2019;Garrigues;població amb estudis baixos (%);;20,2
2019;Garrigues;població jove sense estudis postobligatoris (%);;31,3
2019;Garrigues;estrangers de països de renda baixa o mitjana (%);;12,3
2019;Garrigues;renda mitjana per persona (€);;11882
2019;Garrotxa;població ocupada (%);;70,6
2019;Garrotxa;treballadors de baixa qualificació (%);;15,8
2019;Garrotxa;població amb estudis baixos (%);;17,6
2019;Garrotxa;població jove sense estudis postobligatoris (%);;35,4
2019;Garrotxa;estrangers de països de renda baixa o mitjana (%);;13,9
2019;Garrotxa;renda mitjana per persona (€);;13864
2019;Gironès;població ocupada (%);;66,6
2019;Gironès;treballadors de baixa qualificació (%);;15,1
2019;Gironès;població amb estudis baixos (%);;14,5
2019;Gironès;població jove sense estudis postobligatoris (%);;33,7
2019;Gironès;estrangers de països de renda baixa o mitjana (%);;18,7
2019;Gironès;renda mitjana per persona (€);;13742
2019;Maresme;població ocupada (%);;66,2
2019;Maresme;treballadors de baixa qualificació (%);;11,1
2019;Maresme;població amb estudis baixos (%);;13,9
2019;Maresme;població jove sense estudis postobligatoris (%);;27,8
2019;Maresme;estrangers de països de renda baixa o mitjana (%);;9,3
2019;Maresme;renda mitjana per persona (€);;14157
2019;Moianès;població ocupada (%);;71,7
2019;Moianès;treballadors de baixa qualificació (%);;14,8
2019;Moianès;població amb estudis baixos (%);;13,4
2019;Moianès;població jove sense estudis postobligatoris (%);;28,6
2019;Moianès;estrangers de països de renda baixa o mitjana (%);;7
2019;Moianès;renda mitjana per persona (€);;13829
2019;Montsià;població ocupada (%);;58,2
2019;Montsià;treballadors de baixa qualificació (%);;17,2
2019;Montsià;població amb estudis baixos (%);;18,5
2019;Montsià;població jove sense estudis postobligatoris (%);;35,5
2019;Montsià;estrangers de països de renda baixa o mitjana (%);;14,7
2019;Montsià;renda mitjana per persona (€);;10594
2019;Noguera;població ocupada (%);;67,3
2019;Noguera;treballadors de baixa qualificació (%);;19,4
2019;Noguera;població amb estudis baixos (%);;18,8
2019;Noguera;població jove sense estudis postobligatoris (%);;40,1
2019;Noguera;estrangers de països de renda baixa o mitjana (%);;16
2019;Noguera;renda mitjana per persona (€);;11917
2019;Osona;població ocupada (%);;70,4
2019;Osona;treballadors de baixa qualificació (%);;18,6
2019;Osona;població amb estudis baixos (%);;15,9
2019;Osona;població jove sense estudis postobligatoris (%);;33,4
2019;Osona;estrangers de països de renda baixa o mitjana (%);;14
2019;Osona;renda mitjana per persona (€);;13757
2019;Pallars Jussà;població ocupada (%);;63,8
2019;Pallars Jussà;treballadors de baixa qualificació (%);;17,1
2019;Pallars Jussà;població amb estudis baixos (%);;19,5
2019;Pallars Jussà;població jove sense estudis postobligatoris (%);;25,5
2019;Pallars Jussà;estrangers de països de renda baixa o mitjana (%);;11,3
2019;Pallars Jussà;renda mitjana per persona (€);;13369
2019;Pallars Sobirà;població ocupada (%);;70,3
2019;Pallars Sobirà;treballadors de baixa qualificació (%);;12,2
2019;Pallars Sobirà;població amb estudis baixos (%);;13
2019;Pallars Sobirà;població jove sense estudis postobligatoris (%);;17,9
2019;Pallars Sobirà;estrangers de països de renda baixa o mitjana (%);;7,8
2019;Pallars Sobirà;renda mitjana per persona (€);;14079
2019;Pla d'Urgell;població ocupada (%);;70,2
2019;Pla d'Urgell;treballadors de baixa qualificació (%);;21,4
2019;Pla d'Urgell;població amb estudis baixos (%);;18,8
2019;Pla d'Urgell;població jove sense estudis postobligatoris (%);;38,4
2019;Pla d'Urgell;estrangers de països de renda baixa o mitjana (%);;17,5
2019;Pla d'Urgell;renda mitjana per persona (€);;12261
2019;Pla de l'Estany;població ocupada (%);;72,8
2019;Pla de l'Estany;treballadors de baixa qualificació (%);;15
2019;Pla de l'Estany;població amb estudis baixos (%);;15,5
2019;Pla de l'Estany;població jove sense estudis postobligatoris (%);;34,2
2019;Pla de l'Estany;estrangers de països de renda baixa o mitjana (%);;13,1
2019;Pla de l'Estany;renda mitjana per persona (€);;13853
2019;Priorat;població ocupada (%);;67,8
2019;Priorat;treballadors de baixa qualificació (%);;20,4
2019;Priorat;població amb estudis baixos (%);;14,8
2019;Priorat;població jove sense estudis postobligatoris (%);;28,2
2019;Priorat;estrangers de països de renda baixa o mitjana (%);;9,2
2019;Priorat;renda mitjana per persona (€);;12254
2019;Ribera d'Ebre;població ocupada (%);;61,4
2019;Ribera d'Ebre;treballadors de baixa qualificació (%);;14,7
2019;Ribera d'Ebre;població amb estudis baixos (%);;19,9
2019;Ribera d'Ebre;població jove sense estudis postobligatoris (%);;31,2
2019;Ribera d'Ebre;estrangers de països de renda baixa o mitjana (%);;11,7
2019;Ribera d'Ebre;renda mitjana per persona (€);;12672
2019;Ripollès;població ocupada (%);;70,3
2019;Ripollès;treballadors de baixa qualificació (%);;16,3
2019;Ripollès;població amb estudis baixos (%);;18,7
2019;Ripollès;població jove sense estudis postobligatoris (%);;32,2
2019;Ripollès;estrangers de països de renda baixa o mitjana (%);;8,3
2019;Ripollès;renda mitjana per persona (€);;14406
2019;Segarra;població ocupada (%);;72
2019;Segarra;treballadors de baixa qualificació (%);;17,8
2019;Segarra;població amb estudis baixos (%);;19,6
2019;Segarra;població jove sense estudis postobligatoris (%);;42,3
2019;Segarra;estrangers de països de renda baixa o mitjana (%);;26,5
2019;Segarra;renda mitjana per persona (€);;12556
2019;Segrià;població ocupada (%);;63,7
2019;Segrià;treballadors de baixa qualificació (%);;16,1
2019;Segrià;població amb estudis baixos (%);;15,9
2019;Segrià;població jove sense estudis postobligatoris (%);;36,6
2019;Segrià;estrangers de països de renda baixa o mitjana (%);;17,4
2019;Segrià;renda mitjana per persona (€);;12814
2019;Selva;població ocupada (%);;63
2019;Selva;treballadors de baixa qualificació (%);;16
2019;Selva;població amb estudis baixos (%);;15,3
2019;Selva;població jove sense estudis postobligatoris (%);;38,6
2019;Selva;estrangers de països de renda baixa o mitjana (%);;15,6
2019;Selva;renda mitjana per persona (€);;12054
2019;Solsonès;població ocupada (%);;71,1
2019;Solsonès;treballadors de baixa qualificació (%);;16,9
2019;Solsonès;població amb estudis baixos (%);;18,7
2019;Solsonès;població jove sense estudis postobligatoris (%);;28,1
2019;Solsonès;estrangers de països de renda baixa o mitjana (%);;9,7
2019;Solsonès;renda mitjana per persona (€);;12755
2019;Tarragonès;població ocupada (%);;61,6
2019;Tarragonès;treballadors de baixa qualificació (%);;11,4
2019;Tarragonès;població amb estudis baixos (%);;14
2019;Tarragonès;població jove sense estudis postobligatoris (%);;34
2019;Tarragonès;estrangers de països de renda baixa o mitjana (%);;14,9
2019;Tarragonès;renda mitjana per persona (€);;13135
2019;Terra Alta;població ocupada (%);;67,3
2019;Terra Alta;treballadors de baixa qualificació (%);;16
2019;Terra Alta;població amb estudis baixos (%);;25,1
2019;Terra Alta;població jove sense estudis postobligatoris (%);;30,8
2019;Terra Alta;estrangers de països de renda baixa o mitjana (%);;10,5
2019;Terra Alta;renda mitjana per persona (€);;11075
2019;Urgell;població ocupada (%);;68
2019;Urgell;treballadors de baixa qualificació (%);;17,7
2019;Urgell;població amb estudis baixos (%);;17,9
2019;Urgell;població jove sense estudis postobligatoris (%);;34,6
2019;Urgell;estrangers de països de renda baixa o mitjana (%);;17,6
2019;Urgell;renda mitjana per persona (€);;11995
2019;Vallès Occidental;població ocupada (%);;68,2
2019;Vallès Occidental;treballadors de baixa qualificació (%);;11,5
2019;Vallès Occidental;població amb estudis baixos (%);;13,7
2019;Vallès Occidental;població jove sense estudis postobligatoris (%);;28,3
2019;Vallès Occidental;estrangers de països de renda baixa o mitjana (%);;9
2019;Vallès Occidental;renda mitjana per persona (€);;14377
2019;Vallès Oriental;població ocupada (%);;69,2
2019;Vallès Oriental;treballadors de baixa qualificació (%);;14
2019;Vallès Oriental;població amb estudis baixos (%);;14,1
2019;Vallès Oriental;població jove sense estudis postobligatoris (%);;29,4
2019;Vallès Oriental;estrangers de països de renda baixa o mitjana (%);;7,6
2019;Vallès Oriental;renda mitjana per persona (€);;13980
2020;Alt Camp;població ocupada (%);;64,3
2020;Alt Camp;treballadors de baixa qualificació (%);;13,7
2020;Alt Camp;població amb estudis baixos (%);;14,8
2020;Alt Camp;població jove sense estudis postobligatoris (%);;32,1
2020;Alt Camp;estrangers de països de renda baixa o mitjana (%);;11,9
2020;Alt Camp;renda mitjana per persona (€);;12857
2020;Alt Empordà;població ocupada (%);;60,4
2020;Alt Empordà;treballadors de baixa qualificació (%);;16,6
2020;Alt Empordà;població amb estudis baixos (%);;17,3
2020;Alt Empordà;població jove sense estudis postobligatoris (%);;41,1
2020;Alt Empordà;estrangers de països de renda baixa o mitjana (%);;18,1
2020;Alt Empordà;renda mitjana per persona (€);;11823
2020;Alt Penedès;població ocupada (%);;67,7
2020;Alt Penedès;treballadors de baixa qualificació (%);;11,9
2020;Alt Penedès;població amb estudis baixos (%);;14,7
2020;Alt Penedès;població jove sense estudis postobligatoris (%);;29,1
2020;Alt Penedès;estrangers de països de renda baixa o mitjana (%);;9,9
2020;Alt Penedès;renda mitjana per persona (€);;13620
2020;Alt Urgell;població ocupada (%);;56,5
2020;Alt Urgell;treballadors de baixa qualificació (%);;15,6
2020;Alt Urgell;població amb estudis baixos (%);;15,1
2020;Alt Urgell;població jove sense estudis postobligatoris (%);;28
2020;Alt Urgell;estrangers de països de renda baixa o mitjana (%);;8,2
2020;Alt Urgell;renda mitjana per persona (€);;11698
2020;Alta Ribagorça;població ocupada (%);;64,7
2020;Alta Ribagorça;treballadors de baixa qualificació (%);;9,8
2020;Alta Ribagorça;població amb estudis baixos (%);;14,7
2020;Alta Ribagorça;població jove sense estudis postobligatoris (%);;23,5
2020;Alta Ribagorça;estrangers de països de renda baixa o mitjana (%);;10,9
2020;Alta Ribagorça;renda mitjana per persona (€);;14092
2020;Anoia;població ocupada (%);;65,1
2020;Anoia;treballadors de baixa qualificació (%);;12,6
2020;Anoia;població amb estudis baixos (%);;14,1
2020;Anoia;població jove sense estudis postobligatoris (%);;30,4
2020;Anoia;estrangers de països de renda baixa o mitjana (%);;8,3
2020;Anoia;renda mitjana per persona (€);;12979
2020;Aran;població ocupada (%);;61,2
2020;Aran;treballadors de baixa qualificació (%);;8,4
2020;Aran;població amb estudis baixos (%);;8,1
2020;Aran;població jove sense estudis postobligatoris (%);;24,6
2020;Aran;estrangers de països de renda baixa o mitjana (%);;13,6
2020;Aran;renda mitjana per persona (€);;14375
2020;Bages;població ocupada (%);;64,4
2020;Bages;treballadors de baixa qualificació (%);;13,7
2020;Bages;població amb estudis baixos (%);;15,3
2020;Bages;població jove sense estudis postobligatoris (%);;31
2020;Bages;estrangers de països de renda baixa o mitjana (%);;11,6
2020;Bages;renda mitjana per persona (€);;13689
2020;Baix Camp;població ocupada (%);;61,1
2020;Baix Camp;treballadors de baixa qualificació (%);;12,3
2020;Baix Camp;població amb estudis baixos (%);;14,5
2020;Baix Camp;població jove sense estudis postobligatoris (%);;30,7
2020;Baix Camp;estrangers de països de renda baixa o mitjana (%);;13,9
2020;Baix Camp;renda mitjana per persona (€);;12659
2020;Baix Ebre;població ocupada (%);;60,2
2020;Baix Ebre;treballadors de baixa qualificació (%);;15,3
2020;Baix Ebre;població amb estudis baixos (%);;18,4
2020;Baix Ebre;població jove sense estudis postobligatoris (%);;34,8
2020;Baix Ebre;estrangers de països de renda baixa o mitjana (%);;13,9
2020;Baix Ebre;renda mitjana per persona (€);;11671
2020;Baix Empordà;població ocupada (%);;61,4
2020;Baix Empordà;treballadors de baixa qualificació (%);;15,6
2020;Baix Empordà;població amb estudis baixos (%);;15,2
2020;Baix Empordà;població jove sense estudis postobligatoris (%);;36,6
2020;Baix Empordà;estrangers de països de renda baixa o mitjana (%);;16
2020;Baix Empordà;renda mitjana per persona (€);;12482
2020;Baix Llobregat;població ocupada (%);;67,5
2020;Baix Llobregat;treballadors de baixa qualificació (%);;10,9
2020;Baix Llobregat;població amb estudis baixos (%);;13,7
2020;Baix Llobregat;població jove sense estudis postobligatoris (%);;24,2
2020;Baix Llobregat;estrangers de països de renda baixa o mitjana (%);;8,7
2020;Baix Llobregat;renda mitjana per persona (€);;14466
2020;Baix Penedès;població ocupada (%);;58,7
2020;Baix Penedès;treballadors de baixa qualificació (%);;14,6
2020;Baix Penedès;població amb estudis baixos (%);;14,1
2020;Baix Penedès;població jove sense estudis postobligatoris (%);;37,2
2020;Baix Penedès;estrangers de països de renda baixa o mitjana (%);;12,4
2020;Baix Penedès;renda mitjana per persona (€);;11983
2020;Barcelonès;població ocupada (%);;62,4
2020;Barcelonès;treballadors de baixa qualificació (%);;9,6
2020;Barcelonès;població amb estudis baixos (%);;13,7
2020;Barcelonès;població jove sense estudis postobligatoris (%);;21,3
2020;Barcelonès;estrangers de països de renda baixa o mitjana (%);;15,6
2020;Barcelonès;renda mitjana per persona (€);;15274
2020;Berguedà;població ocupada (%);;64
2020;Berguedà;treballadors de baixa qualificació (%);;13,5
2020;Berguedà;població amb estudis baixos (%);;15,4
2020;Berguedà;població jove sense estudis postobligatoris (%);;27,3
2020;Berguedà;estrangers de països de renda baixa o mitjana (%);;9
2020;Berguedà;renda mitjana per persona (€);;13903
2020;Cerdanya;població ocupada (%);;65,3
2020;Cerdanya;treballadors de baixa qualificació (%);;13
2020;Cerdanya;població amb estudis baixos (%);;10,4
2020;Cerdanya;població jove sense estudis postobligatoris (%);;28,7
2020;Cerdanya;estrangers de països de renda baixa o mitjana (%);;12,3
2020;Cerdanya;renda mitjana per persona (€);;13918
2020;Conca de Barberà;població ocupada (%);;69,5
2020;Conca de Barberà;treballadors de baixa qualificació (%);;13,5
2020;Conca de Barberà;població amb estudis baixos (%);;15,1
2020;Conca de Barberà;població jove sense estudis postobligatoris (%);;27
2020;Conca de Barberà;estrangers de països de renda baixa o mitjana (%);;10,9
2020;Conca de Barberà;renda mitjana per persona (€);;13522
2020;Garraf;població ocupada (%);;62,1
2020;Garraf;treballadors de baixa qualificació (%);;9,7
2020;Garraf;població amb estudis baixos (%);;11,3
2020;Garraf;població jove sense estudis postobligatoris (%);;26,1
2020;Garraf;estrangers de països de renda baixa o mitjana (%);;8,3
2020;Garraf;renda mitjana per persona (€);;14530
2020;Garrigues;població ocupada (%);;68,5
2020;Garrigues;treballadors de baixa qualificació (%);;17,8
2020;Garrigues;població amb estudis baixos (%);;19,1
2020;Garrigues;població jove sense estudis postobligatoris (%);;30,6
2020;Garrigues;estrangers de països de renda baixa o mitjana (%);;13,1
2020;Garrigues;renda mitjana per persona (€);;12274
2020;Garrotxa;població ocupada (%);;69,2
2020;Garrotxa;treballadors de baixa qualificació (%);;15,2
2020;Garrotxa;població amb estudis baixos (%);;16,8
2020;Garrotxa;població jove sense estudis postobligatoris (%);;34,3
2020;Garrotxa;estrangers de països de renda baixa o mitjana (%);;15,3
2020;Garrotxa;renda mitjana per persona (€);;13962
2020;Gironès;població ocupada (%);;64,6
2020;Gironès;treballadors de baixa qualificació (%);;14,4
2020;Gironès;població amb estudis baixos (%);;13,7
2020;Gironès;població jove sense estudis postobligatoris (%);;31,8
2020;Gironès;estrangers de països de renda baixa o mitjana (%);;19,3
2020;Gironès;renda mitjana per persona (€);;13786
2020;Maresme;població ocupada (%);;64
2020;Maresme;treballadors de baixa qualificació (%);;10,6
2020;Maresme;població amb estudis baixos (%);;13
2020;Maresme;població jove sense estudis postobligatoris (%);;25,5
2020;Maresme;estrangers de països de renda baixa o mitjana (%);;9,9
2020;Maresme;renda mitjana per persona (€);;14201
2020;Moianès;població ocupada (%);;69,9
2020;Moianès;treballadors de baixa qualificació (%);;14,6
2020;Moianès;població amb estudis baixos (%);;12,5
2020;Moianès;població jove sense estudis postobligatoris (%);;25,5
2020;Moianès;estrangers de països de renda baixa o mitjana (%);;7,5
2020;Moianès;renda mitjana per persona (€);;13983
2020;Montsià;població ocupada (%);;56,9
2020;Montsià;treballadors de baixa qualificació (%);;16,5
2020;Montsià;població amb estudis baixos (%);;17,7
2020;Montsià;població jove sense estudis postobligatoris (%);;33,6
2020;Montsià;estrangers de països de renda baixa o mitjana (%);;15,3
2020;Montsià;renda mitjana per persona (€);;10922
2020;Noguera;població ocupada (%);;65,6
2020;Noguera;treballadors de baixa qualificació (%);;18,7
2020;Noguera;població amb estudis baixos (%);;17,7
2020;Noguera;població jove sense estudis postobligatoris (%);;39,2
2020;Noguera;estrangers de països de renda baixa o mitjana (%);;17,2
2020;Noguera;renda mitjana per persona (€);;12293
2020;Osona;població ocupada (%);;68,5
2020;Osona;treballadors de baixa qualificació (%);;18,1
2020;Osona;població amb estudis baixos (%);;15
2020;Osona;població jove sense estudis postobligatoris (%);;32,1
2020;Osona;estrangers de països de renda baixa o mitjana (%);;15,1
2020;Osona;renda mitjana per persona (€);;14110
2020;Pallars Jussà;població ocupada (%);;62,4
2020;Pallars Jussà;treballadors de baixa qualificació (%);;16,4
2020;Pallars Jussà;població amb estudis baixos (%);;18,5
2020;Pallars Jussà;població jove sense estudis postobligatoris (%);;23,6
2020;Pallars Jussà;estrangers de països de renda baixa o mitjana (%);;12,6
2020;Pallars Jussà;renda mitjana per persona (€);;13804
2020;Pallars Sobirà;població ocupada (%);;68,6
2020;Pallars Sobirà;treballadors de baixa qualificació (%);;12,1
2020;Pallars Sobirà;població amb estudis baixos (%);;12
2020;Pallars Sobirà;població jove sense estudis postobligatoris (%);;15,7
2020;Pallars Sobirà;estrangers de països de renda baixa o mitjana (%);;7,4
2020;Pallars Sobirà;renda mitjana per persona (€);;14372
2020;Pla d'Urgell;població ocupada (%);;69,2
2020;Pla d'Urgell;treballadors de baixa qualificació (%);;19,7
2020;Pla d'Urgell;població amb estudis baixos (%);;17,6
2020;Pla d'Urgell;població jove sense estudis postobligatoris (%);;36,2
2020;Pla d'Urgell;estrangers de països de renda baixa o mitjana (%);;18,2
2020;Pla d'Urgell;renda mitjana per persona (€);;12627
2020;Pla de l'Estany;població ocupada (%);;71,5
2020;Pla de l'Estany;treballadors de baixa qualificació (%);;14
2020;Pla de l'Estany;població amb estudis baixos (%);;14,6
2020;Pla de l'Estany;població jove sense estudis postobligatoris (%);;32,1
2020;Pla de l'Estany;estrangers de països de renda baixa o mitjana (%);;13,4
2020;Pla de l'Estany;renda mitjana per persona (€);;14096
2020;Priorat;població ocupada (%);;66,9
2020;Priorat;treballadors de baixa qualificació (%);;19,1
2020;Priorat;població amb estudis baixos (%);;14
2020;Priorat;població jove sense estudis postobligatoris (%);;25,7
2020;Priorat;estrangers de països de renda baixa o mitjana (%);;9,2
2020;Priorat;renda mitjana per persona (€);;12505
2020;Ribera d'Ebre;població ocupada (%);;61
2020;Ribera d'Ebre;treballadors de baixa qualificació (%);;14,9
2020;Ribera d'Ebre;població amb estudis baixos (%);;19
2020;Ribera d'Ebre;població jove sense estudis postobligatoris (%);;29,4
2020;Ribera d'Ebre;estrangers de països de renda baixa o mitjana (%);;12
2020;Ribera d'Ebre;renda mitjana per persona (€);;12890
2020;Ripollès;població ocupada (%);;69,1
2020;Ripollès;treballadors de baixa qualificació (%);;15,2
2020;Ripollès;població amb estudis baixos (%);;17,3
2020;Ripollès;població jove sense estudis postobligatoris (%);;30,1
2020;Ripollès;estrangers de països de renda baixa o mitjana (%);;9,2
2020;Ripollès;renda mitjana per persona (€);;14588
2020;Segarra;població ocupada (%);;71
2020;Segarra;treballadors de baixa qualificació (%);;17,4
2020;Segarra;població amb estudis baixos (%);;17,7
2020;Segarra;població jove sense estudis postobligatoris (%);;38,7
2020;Segarra;estrangers de països de renda baixa o mitjana (%);;27,2
2020;Segarra;renda mitjana per persona (€);;12900
2020;Segrià;població ocupada (%);;61,9
2020;Segrià;treballadors de baixa qualificació (%);;15,1
2020;Segrià;població amb estudis baixos (%);;15
2020;Segrià;població jove sense estudis postobligatoris (%);;33,9
2020;Segrià;estrangers de països de renda baixa o mitjana (%);;18,3
2020;Segrià;renda mitjana per persona (€);;13057
2020;Selva;població ocupada (%);;58,4
2020;Selva;treballadors de baixa qualificació (%);;15,2
2020;Selva;població amb estudis baixos (%);;14,4
2020;Selva;població jove sense estudis postobligatoris (%);;35,9
